Date,Open,High,Low,Close,Adj Close,Volume,kama,ppo,pvo,roc,macd,rsi,obv,adi,adx,aroon,stoo,boll_mavg,atr
2015-08-31,1.32138,1.39615,1.2010100000000001,1.35824,1.35824,1447180.0,1.390130827415673,,,7.894444179654592,,43.982231306902136,3189757.0,-568661.8249817119,0.0,-8.0,59.930447441315,1.3500019999999995,0.31486687409478975
2015-09-01,1.35348,1.3927399999999999,1.33663,1.35161,1.35161,778862.0,1.3897654765945813,-12.91830817962009,-5.1313177758274575,-7.734893373016958,-0.19335721626800195,43.772935634553164,2410895.0,-931649.5508772735,0.0,20.000000000000004,58.58994318526456,1.3567104999999997,0.29638424023087623
2015-09-02,1.3515700000000002,1.35491,1.26462,1.2947899999999999,1.2947899999999999,883769.0,1.388174312803818,-12.128581472148175,-6.711713639114561,-7.202803718223455,-0.17972222731540088,41.93134065340954,1527126.0,-1224803.627186946,0.0,20.0,47.101639742008516,1.3300664999999996,0.2816632230715279
2015-09-03,1.29519,1.30999,1.2110299999999998,1.2649299999999999,1.2649299999999999,702991.0,1.3866804011958414,-11.555469237787827,-9.27369658104663,-8.287232731306604,-0.1693734214144691,40.956169078272126,824135.0,-1162006.1288037614,21.696356343226107,16.0,41.064315898016524,1.3019194999999995,0.2686129928521331
2015-09-04,1.2649299999999999,1.3025200000000001,1.23681,1.27441,1.27441,474391.0,1.377424695690333,-10.924653594859283,-13.151845808410664,-5.780022031805641,-0.15857896184633802,41.42194863519113,1298526.0,-1093493.4124744358,21.668800825808862,12.0,51.27599015871487,1.2811949999999994,0.2541199219341236
2015-09-05,1.2805600000000001,1.3423,1.27119,1.33881,1.33881,448453.0,1.373253696055063,-9.920702247875449,-16.628255112628796,8.734071324729747,-0.14317727458530816,44.618159986748665,1746979.0,-689059.5650549447,21.457729678206075,-16.000000000000004,79.62169776065775,1.2698339999999992,0.24104778465311474
2015-09-06,1.3380100000000001,1.37364,1.29425,1.29583,1.29583,491968.0,1.367693258157248,-9.27930041372324,-19.12085363735481,13.650356519527445,-0.13290737972740385,42.93443353968331,1255011.0,-1161445.515930368,21.110479636756764,-16.0,69.99282124910268,1.2744449999999992,0.22950080003503512
2015-09-07,1.2959,1.30548,1.23785,1.24665,1.24665,489014.0,1.365337895800262,-8.971833542669556,-21.155577193686636,7.471680546216317,-0.12726974267659652,41.02663475043729,765997.0,-1523198.7381690177,20.98710058305244,-16.0,55.282364201962224,1.282424999999999,0.2179386000325326
2015-09-08,1.24665,1.2823799999999999,1.23061,1.24243,1.24243,427892.0,1.3626963630902011,-8.661607188743616,-23.38066026650342,8.25389910255293,-0.12173906130999179,40.858861890900315,338105.0,-1755700.2247442547,20.899012171982953,-12.0,54.02010050251256,1.281603499999999,0.20606941431592313
2015-09-09,1.23935,1.2604799999999998,1.20184,1.20651,1.20651,366748.0,1.351717724125732,-8.548119182835853,-25.819894447536335,1.2699558495190528,-0.11888397976852061,39.38258247826088,-28643.0,-2064033.7240621268,20.92782831951102,-8.0,31.202612007981113,1.2686829999999991,0.19553874186478573
2015-09-10,1.20761,1.22157,1.13615,1.16577,1.16577,662782.0,1.32119414306691,-8.626924385671,-24.416287407709476,-1.418967485518584,-0.1185422038625985,37.718018297602136,-691425.0,-2267166.863373764,21.20924076609275,8.0,16.42300018138942,1.257206999999999,0.18767311744587248
2015-09-11,1.16497,1.16907,0.940675,0.982978,0.982978,1942600.0,1.2385342840660896,-9.776437817787427,-10.146220813544177,-25.49076383151289,-0.1315052204165048,31.321303046370815,-2634025.0,-3490155.595176124,22.15088586270797,-88.0,9.287666721554418,1.237394399999999,0.19058182334259585
2015-09-12,0.9872280000000001,1.11489,0.96978,1.03874,1.03874,772430.0,1.2121056688571374,-10.262520478215551,-10.291555700756826,-23.523088703027444,-0.13571454426453378,34.945812601024755,-1861595.0,-3528428.4344015387,23.025270595279242,-88.0,21.530270596629887,1.2217018999999991,0.18733383596098183
2015-09-13,1.04178,1.0427,0.902832,0.936003,0.936003,644138.0,1.1676553434432975,-11.258374068912959,-11.525778905732418,-30.74903263515363,-0.1456613872307726,31.633387101161162,-2505733.0,-3867039.7721485565,24.06186120132534,-96.0,6.72406034241606,1.2069385499999992,0.18394341910662598
2015-09-14,0.940566,0.9493870000000001,0.8717600000000001,0.8756219999999999,0.8756219999999999,741085.0,1.1110556824988287,-12.401626904344951,-11.497176375014055,-32.373435074413614,-0.1566112569367346,29.842982035415076,-3246818.0,-4534385.731093258,25.128815779186517,-96.0,0.7412952512572099,1.1937101499999991,0.1763493891704384
2015-09-15,0.875189,1.04554,0.875189,0.9444100000000001,0.9444100000000001,703390.0,1.0797286858594985,-12.743123399108708,-11.737473582692225,-25.338951562537044,-0.15791810919141436,34.39829082075465,-2543428.0,-4666140.000278644,25.401294102145467,-92.0,14.475571849844586,1.1829316499999991,0.17592093280112137
2015-09-16,0.9419770000000001,0.9526979999999999,0.901639,0.907175,0.907175,615593.0,1.0476044918316036,-13.181857516693599,-12.71445453445378,-28.816079597617726,-0.160112673103868,33.14378644275182,-3159021.0,-5148243.39617359,25.65430968775021,-56.0,7.056467681517469,1.1709053999999992,0.167002223315327
2015-09-17,0.9068649999999999,0.9092040000000001,0.831132,0.874231,0.874231,897940.0,1.0162403437555534,-13.673409866949193,-10.51935885542146,-34.700891089848454,-0.16263542633323924,32.030743323847204,-4056961.0,-5054782.7388316505,26.18341396964186,-68.0,7.944398976604953,1.1550479499999993,0.16065006450708938
2015-09-18,0.874574,0.8881020000000001,0.833908,0.853685,0.853685,484622.0,0.9859728784251502,-14.116726287569643,-12.890797860970512,-34.12060223949129,-0.16439754437524523,31.324221166079283,-4541583.0,-5185698.819578596,26.674725088541248,-72.0,4.157173719097238,1.1386046999999992,0.15304605989944012
2015-09-19,0.8496030000000001,0.911883,0.833784,0.882391,0.882391,386988.0,0.9714844675903147,-14.13139349816035,-15.878209567752663,-29.21902699233947,-0.16161470757766883,33.530258408187976,-4154595.0,-5090982.169941597,26.9202417651789,-72.0,9.44852426139339,1.1167607499999992,0.14769269847805155
2015-09-20,0.881191,0.947741,0.8732049999999999,0.9384450000000001,0.9384450000000001,508314.0,0.968959828345863,-13.569077347920718,-16.892552170607285,-24.46697198232495,-0.1531211151285401,37.73620221076952,-3646281.0,-4709460.242067816,26.825289083386792,-72.0,22.623263932808847,1.0957709999999994,0.1424672200153336
2015-09-21,0.9414959999999999,0.957326,0.878301,0.919047,0.919047,424039.0,0.9679206294449834,-13.142527208932488,-18.62992054269918,-23.82599398264416,-0.146269039960379,36.86682110800602,-4070320.0,-4696222.605712233,26.64827620820517,-72.0,19.48263482608233,1.0741428499999992,0.1379356328713812
2015-09-22,0.9193370000000001,0.9193370000000001,0.865225,0.9017959999999999,0.9017959999999999,487914.0,0.9637804919233108,-12.81412265791168,-19.152255536030804,-22.643746193503013,-0.14060986950144505,36.0709341309543,-4558234.0,-4524633.985443164,26.561403654747124,-72.0,16.458443966199905,1.0544931499999994,0.13194823052342539
2015-09-23,0.90356,0.90891,0.885136,0.8934059999999999,0.8934059999999999,200541.0,0.9624428887780978,-12.497033537882519,-23.288383070324873,-9.11230973633185,-0.1352429425663665,35.66763949622198,-4758775.0,-4585654.999744503,26.480736283678937,-72.0,15.949779478431896,1.0359169499999994,0.12422149977175213
2015-09-24,0.8967959999999999,0.9085709999999999,0.79346,0.81361,0.81361,842505.0,0.9583574244072287,-12.789394370509829,-17.853331760104766,-21.67337351021429,-0.13586234804382502,32.002785482541384,-5601280.0,-5133201.642159215,26.96206500499766,-96.0,5.364606906099412,1.0128769499999994,0.12357074978805553
2015-09-25,0.820031,0.825665,0.712745,0.736223,0.736223,903457.0,0.9234504288779773,-13.579212256802114,-12.723063968030432,-21.343948683925166,-0.14097267030629146,28.901290266135973,-6504737.0,-5660970.30623998,27.838781471106024,-96.0,5.838192691690808,0.9827475999999994,0.12280998194605156
2015-09-26,0.73763,0.7875439999999999,0.709328,0.785964,0.785964,369620.0,0.9147498965593907,-13.673968107923553,-15.242475404465427,-10.239349856444894,-0.13940201486741155,33.37098547759386,-6135117.0,-5306283.302046464,28.67063049136018,-80.0,22.79395143540387,0.9572542999999994,0.1196246975213336
2015-09-27,0.791277,0.791277,0.719169,0.720839,0.720839,413801.0,0.8991992851051457,-14.215478838972368,-16.668280866685585,-23.67308690081639,-0.14177797411196524,30.653804985800775,-6548918.0,-5700917.283962478,29.395339809136605,-88.0,3.4237326448788417,0.9309637499999995,0.1162306476983812
2015-09-28,0.723715,0.725677,0.557062,0.582886,0.582886,1320890.0,0.856689650024284,-15.830843268665125,-6.140716921777434,-35.74712707030066,-0.1530285749547129,25.851933036748903,-7869808.0,-6617209.076685544,30.868067501538054,-92.0,5.286624986181582,0.8979865499999995,0.11997238714849685
2015-09-29,0.579414,0.67583,0.558346,0.661146,0.661146,913992.0,0.8401803326103023,-16.298014518131883,-3.0833634332415634,-24.37399268614359,-0.15385626991749568,32.328234672476896,-6955816.0,-5931691.737541491,32.23560035876797,-92.0,26.003837467271616,0.8707183499999994,0.1197946452093185
2015-09-30,0.661192,0.746722,0.635861,0.738644,0.738644,619926.0,0.8332376819360371,-15.780399101435416,-3.95767288074714,-13.475813678347407,-0.14656922443343667,38.09446578103912,-6335890.0,-5402108.8199239345,32.595358936060144,-88.0,45.36555873123738,0.8493620499999995,0.11915652769436716
2015-10-01,0.7343069999999999,0.7343069999999999,0.655906,0.6902149999999999,0.6902149999999999,596084.0,0.8220349325615255,-15.700573463951182,-4.895176318345638,-21.779007265486626,-0.14305297826292396,36.02846721847827,-6931974.0,-5476489.118287477,32.929420472117165,-84.0,33.26629424579776,0.8347238999999995,0.11655520428762665
2015-10-02,0.683732,0.69112,0.654605,0.678574,0.678574,219318.0,0.8110709193214721,-15.616466606814484,-10.222244632293535,-27.691660139912305,-0.13959647794969676,35.529664620789646,-7151292.0,-5407879.792969114,33.24770547864573,-80.0,30.35796374392902,0.8167155999999995,0.11083804683851047
2015-10-03,0.678783,0.709204,0.6754819999999999,0.687171,0.687171,163326.0,0.8026785943264494,-15.321304283116294,-15.603425518829386,-25.230048082415806,-0.13461175003534842,36.23181206189981,-6987966.0,-5457978.96098999,33.28515600658047,-76.0,32.50579617452482,0.8042739999999995,0.10532975777861686
2015-10-04,0.686343,0.693126,0.660716,0.668379,0.668379,103497.0,0.7963532223912559,-15.141164602198598,-21.221964218434575,-25.883570120071504,-0.13067137631287795,35.32613112826988,-7091463.0,-5512534.429919333,33.426864550567714,-72.0,27.810894809425776,0.7939118499999995,0.10012120365157282
2015-10-05,0.666784,0.674438,0.62445,0.6286430000000001,0.6286430000000001,234263.0,0.7905869643268217,-15.28569177681502,-23.936390262329184,-29.635238626111743,-0.1292648797917072,33.42358984221306,-7325726.0,-5707497.407553964,33.81929716819082,-64.0,19.75874680836384,0.7781234999999996,0.09654026053360333
2015-10-06,0.622218,0.653944,0.60623,0.650645,0.650645,262674.0,0.7835084370018944,-15.030389274316603,-25.64368146723205,-20.029866889541676,-0.12493467448547135,35.49512934185789,-7063052.0,-5481146.563273459,34.31292210108923,-64.0,26.597564857552147,0.7652969999999996,0.09305267049548879
2015-10-07,0.650515,0.656301,0.6024229999999999,0.609388,0.609388,218327.0,0.7763241640374099,-15.14631148092191,-27.78493006250331,-17.22779646927628,-0.12340946321152046,33.39668991689642,-7281379.0,-5643025.753221118,34.79931771069281,-52.0,14.886105334429589,0.7520548499999996,0.09025447974581102
2015-10-08,0.6095010000000001,0.633138,0.591971,0.6217159999999999,0.6217159999999999,310266.0,0.7737221591581492,-14.969084723649164,-27.666217429056942,-20.897649256200037,-0.11982469126513151,34.640112171926205,-6971113.0,-5504929.6102425195,35.33171543714005,-52.0,24.0704683119697,0.7404563999999996,0.0867482311925388
2015-10-09,0.655084,0.692296,0.632116,0.650628,0.650628,386420.0,0.7728328058667875,-14.358622316714445,-25.86009456412511,-9.740177765076533,-0.11334421533830108,37.58314364873562,-6584693.0,-5653615.910009884,34.761550039009684,-52.00000000000001,39.948765023589445,0.7288682499999994,0.0855933575359289
2015-10-10,0.641187,0.649022,0.624374,0.627857,0.627857,141555.0,0.7573614148120398,-13.994016098926457,-29.173584181570344,7.715230765535624,-0.10879173744305437,36.20057185824136,-6726248.0,-5755164.737906671,34.307619368796935,-32.0,30.226501291548377,0.7133388499999995,0.08135483199764826
2015-10-11,0.6274609999999999,0.639506,0.6183350000000001,0.634963,0.634963,102128.0,0.7514044693079477,-13.485875406636863,-32.86971332315983,-3.960244787081818,-0.10341832897876635,36.97968927150072,-6624120.0,-5696867.2139352,33.94786433340147,-32.0,41.07402720658025,0.6991346499999995,0.07705598685495908
2015-10-12,0.6345149999999999,0.6577890000000001,0.62603,0.62603,0.62603,109567.0,0.7456160839542111,-13.053712112122144,-35.854392926142474,-15.246045456268515,-0.09874244110527852,36.37825959078079,-6733687.0,-5806434.2139352,33.26404169253015,-32.0,35.9302671253238,0.6853463499999995,0.07382048779389058
2015-10-13,0.627943,0.6302399999999999,0.599214,0.6076550000000001,0.6076550000000001,303044.0,0.7346490908740106,-12.80092320914544,-33.32473991203678,-11.961490260281197,-0.095419538171859,35.113212024977074,-7036731.0,-5944584.614760313,32.934019853102534,-32.0,10.134991050138632,0.6710587999999995,0.07076373866575554
2015-10-14,0.61224,0.61224,0.48397399999999996,0.522968,0.522968,971664.0,0.705583249265947,-13.51073867156746,-15.934142765464834,-22.931323628668355,-0.0984843801679336,29.944766404662218,-8008395.0,-6325459.691491481,33.68338226933479,-96.0,15.576851633624026,0.6565266999999995,0.07487104304677301
2015-10-15,0.523278,0.5727140000000001,0.51473,0.561878,0.561878,371022.0,0.6995181506015141,-13.489366898326182,-15.188558156577928,-18.233161760318755,-0.0966593489093831,34.70061121175321,-7637373.0,-6093110.235365654,34.379218798693316,-92.0,34.58864272077433,0.6478094499999995,0.07366482568628922
2015-10-16,0.562593,0.568861,0.522533,0.5364949999999999,0.5364949999999999,249891.0,0.6845873273694012,-13.673189969843829,-16.96075919562966,-19.73191856716025,-0.09615280477337473,33.120976656233026,-7887264.0,-6192380.524693923,35.02535271881195,-88.0,23.31882964081161,0.6353359999999995,0.0717121952801257
2015-10-17,0.534117,0.5634600000000001,0.526961,0.5471779999999999,0.5471779999999999,313860.0,0.678547205959122,-13.562677209830529,-16.928399151688534,-12.958865365557257,-0.09380797612238956,34.47297120115307,-7573404.0,-6158542.909964754,35.625334216064964,-84.0,30.21917074663401,0.6266529499999995,0.06919696704583102
2015-10-18,0.547913,0.552234,0.512861,0.517734,0.517734,133690.0,0.6648327805062153,-13.737994597128322,-20.860939356426616,-20.42757571333062,-0.09325063200982409,32.521577560921074,-7707094.0,-6259140.619816683,36.315681283799734,-96.0,16.205681589078473,0.6233953499999996,0.06706668368541452
2015-10-19,0.517621,0.521546,0.480994,0.48901400000000006,0.48901400000000006,243742.0,0.6340575971925178,-14.147610412697365,-21.456740437420198,-19.753260648388217,-0.09404233526055128,30.69631747683688,-7950836.0,-6406472.536960103,37.246987909612244,-92.0,3.7955154234224384,0.6147887499999996,0.0651727777078849
2015-10-20,0.489629,0.501898,0.431648,0.434829,0.434829,383921.0,0.5948123756395128,-15.117242154158173,-18.36674938677106,-30.05986656286792,-0.09791335820330849,27.55421386036275,-8334757.0,-6755624.776789283,38.51048750332651,-96.0,1.220419876615222,0.5995979999999995,0.06553543644303597
2015-10-21,0.43158900000000006,0.48298800000000003,0.420897,0.447329,0.447329,609085.0,0.5679403783574225,-15.617130446896782,-10.689807694081068,-31.24658022710366,-0.09883323819318024,29.350836497610885,-7725672.0,-6846137.528959486,39.76487815483713,-80.0,9.739166319699025,0.5874536999999995,0.0652894052685334
2015-10-22,0.444988,0.619466,0.420991,0.567702,0.567702,924822.0,0.567935192390264,-14.143569332675266,0.9602973119725449,-9.581003317634423,-0.08882523262178976,43.8037347802374,-6800850.0,-6403718.713320236,38.072504986097236,-80.0,54.091945806727374,0.5819100999999995,0.07480266203506672
2015-10-23,0.5663699999999999,0.611743,0.5042840000000001,0.5396569999999999,0.5396569999999999,878822.0,0.5672194576181854,-13.227970279299898,7.965833711462154,-15.009693478202685,-0.08220915722971156,41.665124503851686,-7679672.0,-6703965.245355711,36.50101561512448,-80.0,50.13254985394184,0.5745343999999996,0.07713525760399052
2015-10-24,0.5396810000000001,0.577396,0.518688,0.5635899999999999,0.5635899999999999,258356.0,0.5671578938294652,-12.018889716073428,3.1785251307272935,-9.973962909125769,-0.07417958070053665,44.17015661872825,-7421316.0,-6567121.234726837,35.04177548493549,-80.0,60.23546595072855,0.5692949499999995,0.0758190249179912
2015-10-25,0.563207,0.688192,0.561383,0.616039,0.616039,635384.0,0.568244099701224,-10.186136550443061,5.525258804936165,1.3797302745801394,-0.06285928477938219,49.30765995568292,-6785932.0,-6654790.988829464,33.10093691416953,-76.0,73.00622907274733,0.5686647499999996,0.07946116599527754
2015-10-26,0.619743,0.757517,0.5970979999999999,0.731317,0.731317,1089120.0,0.584034161675743,-7.046063072605007,13.67803506006085,39.83972250692203,-0.04407779612572105,58.37421064299838,-5696812.0,-5921426.154988086,32.10176120220202,24.0,92.21674291485948,0.5726983499999996,0.0852438684241863
2015-10-27,0.7088899999999999,0.898172,0.7088899999999999,0.869641,0.869641,1846370.0,0.6266746675842488,-2.76957409798597,26.830821021805505,54.77399008325651,-0.017826250358599527,66.1886533611889,-3850442.0,-4631673.080739081,32.39017841558666,28.0,94.02210465664449,0.5857109999999995,0.09267516353674443
2015-10-28,0.8709379999999999,1.05579,0.8078569999999999,1.00248,1.00248,2373050.0,0.7123894133218323,2.0203912135948423,37.454864339256616,86.85728664759228,0.013541191485824444,71.68596159391534,-1477392.0,-3279118.9042075174,33.58203004551554,32.0,91.60330953404747,0.6047491999999995,0.10376500899840556
2015-10-29,1.00525,1.20666,0.9473739999999999,1.20666,1.20666,2279240.0,0.8643089885180342,7.641305675653625,41.687908106207175,120.52421698240796,0.054250370235890855,77.69017444751039,801848.0,-999878.9042075174,35.3170967438734,36.0,100.0,0.6325507999999995,0.11487365121280517
2015-10-30,1.2092,1.34505,0.96816,1.04122,1.04122,2429200.0,0.8973393749439018,9.84742374015037,43.868942133175985,101.11099522148439,0.07232929523681586,65.55910039310488,-1627352.0,-2487279.6948891487,37.36686224745994,36.0,67.12340921903623,0.6532189499999995,0.1335891046976048
2015-10-31,1.0465799999999998,1.0563799999999999,0.9001709999999999,0.9166270000000001,0.9166270000000001,673892.0,0.8993162413405364,10.124510695906645,35.455514272664296,87.44391776104568,0.07573038695848855,58.18992701080321,-2301244.0,-3019187.983937794,38.43138750806505,35.99999999999999,53.641550695609936,0.6673021499999995,0.13520481150491873
2015-11-01,0.920847,1.07674,0.8990819999999999,1.05567,1.05567,588913.0,0.9159229102049771,11.497910515969298,27.727912800501635,142.77819556653307,0.0886237848947451,63.16587988964727,-1712331.0,-2569963.5643563503,39.496822247517606,36.0,68.68700312610574,0.6887841499999995,0.13823718211171027
2015-11-02,1.05797,1.09979,0.9536469999999999,0.9897889999999999,0.9897889999999999,1145200.0,0.9224729818009291,11.748349241672077,24.894003484238898,121.26645042016055,0.09246002789443619,59.5495381239188,-2857531.0,-3148734.540728808,40.57539583041781,36.0,61.55820518896762,0.7078908499999995,0.13880188338944527
2015-11-03,0.994568,1.07044,0.936615,1.01336,1.01336,1907690.0,0.9305261618913778,11.980054463774575,27.148505047303072,78.5021014546364,0.09629226354496967,60.42258359901469,-949841.0,-2868407.816648852,41.34651224847816,36.0,64.10875688332992,0.7324104499999995,0.13844639171877063
2015-11-04,1.01065,1.03872,0.725665,0.89905,0.89905,3060340.0,0.9292187424663023,10.98611603970633,33.96349607714059,66.59656040781461,0.08907863320228271,54.301654571116764,-4010181.0,-2538819.2041047313,39.70850112601454,36.0,51.73468360786486,0.7492690499999995,0.1509184351674299
2015-11-05,0.900699,0.991259,0.860382,0.8956370000000001,0.8956370000000001,1179840.0,0.9284271894411222,10.052428895606505,28.801192268870345,58.91641086605516,0.08213952529046498,54.125353259457846,-5190021.0,-3083020.2576129846,38.187490798012604,36.0,46.5471962472317,0.7672261499999996,0.14948690408404205
2015-11-06,0.9047719999999999,0.989848,0.852929,0.926032,0.926032,913666.0,0.9284040223776743,9.475698064826767,23.003320085450817,50.3203530945281,0.07819151168102978,55.51066940143346,-4276355.0,-3021047.7326748827,36.70033456858851,36.0,49.293650966525554,0.7861688499999995,0.14858919664946763
2015-11-07,0.923732,0.943787,0.863539,0.927974,0.927974,890187.0,0.9283982439551132,8.929242808088159,17.965622774678717,26.890801116342157,0.07436218464593347,55.602918545379275,-3386168.0,-2481686.3490391546,35.319403784123274,36.0,46.778925232273394,0.8066808499999996,0.14370768260307706
2015-11-08,0.9156610000000001,1.0326799999999998,0.9156610000000001,1.02747,1.02747,1021460.0,0.9325615198645183,9.259944027955484,14.537987956680128,18.14875333614677,0.07845157019227189,60.16075419314928,-2364708.0,-1551182.6313522784,34.68036160744374,36.0,57.54005604637732,0.8336036499999995,0.1418013481314287
2015-11-09,1.03253,1.1064200000000002,0.945263,0.9992780000000001,0.9992780000000001,2045290.0,0.9332907909263614,9.145547081571284,17.780766668095374,-0.31940786848614705,0.07851253527624336,58.333384724810905,-4409998.0,-2225432.72182306,34.55355808951936,36.00000000000001,45.64700704225354,0.8618260999999995,0.14318389469346954
2015-11-10,1.00126,1.05304,0.920968,0.934348,0.934348,854581.0,0.9332981088693155,8.388625747753995,13.067517144062357,-22.567417499544202,0.07248596905683369,54.24652952262078,-5264579.0,-2906861.2931477926,34.14609134827491,36.0,33.691968646318514,0.8861770499999995,0.14239018792965027
2015-11-11,0.9412959999999999,0.9452780000000001,0.729775,0.791829,0.791829,1278580.0,0.9168494806752331,6.470979586074871,11.745937985446691,-23.951806534642056,0.05556921239995338,46.53921359039955,-6543159.0,-3449108.1254424704,31.876452700772283,36.0,10.682208965344657,0.8973833999999995,0.14761253164896096
2015-11-12,0.796455,0.913919,0.76351,0.895711,0.895711,806156.0,0.916328558789857,5.800340480582222,7.616265610492509,-2.2818441961670386,0.0499689590374407,51.90333262890038,-5737003.0,-2838133.111261138,29.768931099519843,36.0,27.45400679706483,0.9151860999999994,0.14781227938832092
2015-11-13,0.9077219999999999,0.917309,0.846023,0.9040959999999999,0.9040959999999999,543671.0,0.9159554883514195,5.283210775376601,2.3405273745652244,-14.358085386531794,0.04568073820883456,52.31919923913025,-5193332.0,-2496003.0848885,27.841290656599444,36.0,46.862418090373026,0.9322113999999994,0.14234611657486942
2015-11-14,0.9054690000000001,0.906113,0.876908,0.888812,0.888812,372514.0,0.9157950374574565,4.6837245643145735,-3.4705224273570616,-10.201871307925213,0.040581206354982746,51.44600795247903,-5565846.0,-2564842.600656347,26.051338816744785,32.0,42.84828826935956,0.9458500499999994,0.13426460824809303
2015-11-15,0.891217,0.921516,0.874957,0.9063680000000001,0.9063680000000001,411848.0,0.9157389668785352,4.316120706619395,-8.145193278371103,-10.558143206757714,0.03752386138281971,52.42814394636203,-5153998.0,-2420984.613500264,24.539879428660424,24.0,47.459127260311746,0.9546025999999994,0.1279999219446578
